Random Forest,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive
169494,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
169494,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
179082,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
179082,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
176562,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
176008,Gable,CompShg,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
178097,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
162509,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
151900,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,Slab,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y
153427,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
153055,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
155261,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
157600,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
162536,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
153404,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
176002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,Rec,GasA,Gd,Y,SBrkr,Gd,Maj1,Gd,Attchd,RFn,TA,TA,Y
179902,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y
175985,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Mod,TA,BuiltIn,Fin,TA,TA,Y
178189,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y
178189,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y
177526,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
177671,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
173388,Gable,CompShg,MetalSd,MetalSd,BrkFace,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y
187211,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y
165186,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
181271,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Mn,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
164661,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
183465,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y
157131,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
167579,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
160880,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y
155793,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
159981,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y
158230,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
155371,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y
154810,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
156334,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
154649,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,TA,Min1,Gd,Detchd,Unf,TA,TA,Y
151536,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
153640,Gable,CompShg,HdBoard,HdBoard,Stone,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
151382,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y
161286,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Po,BuiltIn,Fin,TA,TA,Y
153351,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
164456,Gable,CompShg,BrkComm,Brk Cmn,None,Gd,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,Gd,TA,Y
157607,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y
154719,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
166807,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
159981,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
165293,Hip,CompShg,MetalSd,MetalSd,None,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
155797,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
154989,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,FuseA,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
156738,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
162345,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,Fa,Y
158245,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
154260,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Basment,Unf,TA,TA,Y
151382,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,Gd,Detchd,Unf,TA,TA,Y
164868,Hip,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
153781,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,Slab,TA,TA,No,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Attchd,Fin,TA,TA,Y
183333,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
152933,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y
154320,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Attchd,Unf,Fa,TA,Y
151165,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
168461,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N
153519,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Detchd,Unf,TA,TA,N
153208,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Min2,TA,Detchd,Unf,TA,TA,Y
169758,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
176889,Gable,CompShg,Stucco,Stucco,None,Fa,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Gd,N,FuseA,Gd,Typ,Gd,Attchd,Unf,TA,TA,N
152388,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Fin,TA,TA,N
154238,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
155424,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
159876,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
161200,Gable,CompShg,HdBoard,HdBoard,None,Fa,TA,CBlock,TA,Fa,No,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Min1,Po,Attchd,RFn,TA,TA,Y
180270,Hip,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
159808,Hip,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
159718,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Gd,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Basment,RFn,TA,TA,Y
151997,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,Gd,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
162972,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
147803,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
161674,Gable,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y
154102,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
154102,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
159104,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
159615,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
155793,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y
161731,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Fa,Fa,P
177320,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,LwQ,Unf,GasA,Gd,N,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,TA,N
151851,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,Fa,TA,N
162272,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N
152388,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
165150,Gable,CompShg,AsbShng,AsbShng,None,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,N,SBrkr,Fa,Typ,Gd,Attchd,Unf,TA,TA,N
158023,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N
151731,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Ex,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
157133,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N
151195,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,GLQ,Unf,GasA,Fa,N,FuseA,TA,Typ,Gd,Detchd,Unf,TA,Fa,N
174967,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
168543,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N
174977,Gable,CompShg,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,Ex,Typ,Gd,Detchd,Unf,TA,TA,Y
162277,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Unf,TA,TA,N
162277,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N
163239,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y
163051,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
155369,Mansard,CompShg,AsbShng,AsbShng,None,TA,Fa,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N
153208,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,Gd,Typ,Gd,BuiltIn,Unf,Fa,TA,Y
158199,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N
164529,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y
154139,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
146206,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y
150736,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,P
163705,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,Fa,Y
150243,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Min2,Gd,Detchd,Unf,TA,TA,N
148224,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Sev,Gd,Attchd,Unf,TA,TA,Y
152628,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
152489,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
146999,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Fa,BrkTil,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,Gd,Attchd,Unf,TA,TA,N
150822,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y
159504,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Gd,Fa,Av,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Min2,Gd,Attchd,Unf,TA,TA,N
152426,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,GasA,Ex,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y
156954,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Fa,Typ,Gd,CarPort,Unf,TA,TA,Y
156764,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
158351,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,Fa,N
159902,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,Po,Po,N
159227,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y
157837,Gable,CompShg,Plywood,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Basment,Fin,TA,TA,Y
153912,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y
155504,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y
181001,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y
150665,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,TA,TA,No,GLQ,Unf,GasA,Fa,N,SBrkr,Fa,Min2,Gd,Attchd,Unf,TA,TA,N
155253,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Mod,Gd,Attchd,Unf,Fa,TA,Y
154260,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,Y
154810,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y
159300,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,P
187975,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,GLQ,ALQ,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y
175740,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y
170783,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,CBlock,Gd,TA,Av,Rec,GLQ,GasA,Gd,Y,SBrkr,Gd,Min2,Po,Attchd,Unf,TA,TA,Y
178727,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y
